# Constructed from biom file
#OTU ID	Inicial	DN	DAG	DN_AN	DN_AE	DAG_AN	DAG_AE
k__Bacteria;p__Chlorobi;c__OPB56	5.2582492244082395e-05	0.00018287788836998228	3.673379427442593e-05	7.851814839930048e-05	0.00015925528622381678	0.0001154334526145677	0.00013567800659513093
k__Bacteria;p__Chloroflexi;c__Anaerolineae	0.00021032996897632958	0.0003691424043023717	0.0002755034570581945	0.00033548663406973836	0.00032452020589004174	0.0003048627081871916	0.0002743055350727647
k__Bacteria;p__Cyanobacteria;c__4C0d-2	0.0022970246611888623	0.009614635649673698	0.0013081312294392791	0.008058817231164566	0.008810122626570391	0.00159238967965737	0.0016812274730266224
k__Bacteria;p__Deferribacteres;c__Deferribacteres	0.004599584321561312	0.007968734654343858	0.028374815310645455	0.025132945501266993	0.021051745948755855	0.02144990336148134	0.0340935234398504
k__Bacteria;p__Firmicutes;c__Bacilli	0.01661883504872183	0.05583194199384312	0.06170257054929266	0.013483707484207148	0.07162281136662067	0.13083049929408003	0.07243730791238746
k__Bacteria;p__Firmicutes;c__Clostridia	0.3981352587750489	0.4074587085434458	0.442915683697542	0.4135265355651518	0.379045610113011	0.36611051421163365	0.3932774497254004
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.006558974032551331	0.0063702464448877165	0.0020346440495334806	0.004268532067525608	0.0027734458336713752	0.03225625042547587	0.0032651207239306505
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1	0.00014667747836507195	0.00027431683255497346	0.0002204027656465556	0.00018558835076198295	0.00015024083606020452	0.0003167020366604806	0.0002920026663677818
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2	3.320999510152572e-05	2.0319765374442477e-05	0.00025713655992098153	0.00021414040472536494	9.01445016361227e-06	0.0001272727810878567	1.4747609412514231e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.005219504230123126	0.0025670636923045666	0.002973396569879921	0.0012919804418430351	0.0025540942130234767	0.001127696037080777	0.0010411812245235048
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.0015553347705881213	0.0034001740726567076	6.122299045737655e-06	0.0003140725935972019	0.0006881030291557367	3.551798541986699e-05	1.4747609412514231e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0.008703786216191532	0.008808618289820812	0.029803351754650903	0.012812734216067668	0.009381037803599172	0.020769141974267217	0.024693397200313834
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	8.855998693740192e-05	0.00012530521980906194	5.714145776021812e-05	0.00014989828330775546	6.911078458769407e-05	4.735731389315598e-05	6.193995953255978e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.00323243952321517	0.004118139115887008	0.0029244181775140202	0.004889539241229166	0.003662871583147786	0.0018291762491231495	0.0020912110146945177
k__Bacteria;p__TM6;c__SJA-4	0.00021032996897632958	0.00016933137812035398	0.0003632564100471009	7.851814839930048e-05	0.00016226010294502087	0.0002486258979390689	0.00043652923861042125
k__Bacteria;p__TM7;c__TM7-3	0.01425815789692171	0.013373792243945557	0.022672914132715116	0.018815803561868735	0.03163170562411546	0.04276069461340153	0.033919501648782734
k__Bacteria;p__Tenericutes;c__Mollicutes	0.01571939768138884	0.012516975470656564	0.00035101181195562554	0.013041150647774726	0.01729272023052954	0.0009737847669280199	0.0005073177637904896
k__Bacteria;p__Tenericutes;c__RF3	0.00030995995428090674	0.00030818310817904424	1.0203831742896093e-05	0.0003354866340697384	0.00035456837310208263	2.959832118322249e-06	7.078852518006831e-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.17715595136949716	0.0687383796341765	4.489685966874281e-05	0.052792747778293306	0.04048690050150392	0.0	2.359617506002277e-05
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae]	0.0004400324350952158	0.00014223835762109733	0.0	0.00011420821585352797	9.01445016361227e-05	2.959832118322249e-06	0.0
k__Bacteria;p__[Caldithrix];c__KSB1	9.686248571278336e-05	0.00018287788836998228	6.530452315453499e-05	0.00013562225632606447	6.911078458769407e-05	7.399580295805622e-05	4.424282823754269e-05
